SMILES,Idx,FID
[10*]N1C(=O)CC[C@@H]([NH3+])[C@@H]1[13*],0,16489
[10*]N1C(=O)CC[C@@H]([NH3+])[C@@H]1[13*],9,16927
[15*][C@H]1C[C@@H](C)CC[C@H]1[15*],0,393
[15*][C@H]1C[C@@H](C)CC[C@H]1[15*],8,1432
[8*]CC[C@@H]([NH3+])C[8*],0,6823
[8*]CC[C@@H]([NH3+])C[8*],6,1446
[5*]N1CC[C@@H](C)C[C@@H]1C,0,1654
[14*]c1nc2c([nH]1)CC(C)(C)CNC2=O,0,5965
[14*]c1nnc2cc(C)ccn12,0,5495
[5*][NH+]1CCC2(CC1)CN(C)C(=O)O2,0,14611
[14*]c1nn(C)c2cccc(Cl)c12,0,8065
[14*]c1nc2c(s1)Cc1ccc([16*])cc1-2,0,6263
[14*]c1nc2c(s1)Cc1ccc([16*])cc1-2,11,18806
[5*]N[C@@H]1CCSc2c(F)cccc21,0,4919
[14*]c1cnco1,0,208
[15*][C@@H]1CC[C@@H](C)C1,0,3343
[16*]c1ccc(N)cc1F,0,2516
[5*]N1C[C@@H](O)[C@H](C)C1,0,8790
[5*]NC(=S)NN(C)C,0,40221
[14*]c1nc([14*])c(C)c(Cl)n1,0,4926
[14*]c1nc([14*])c(C)c(Cl)n1,4,4436
[1*]C(=O)CS(=O)(=O)C[8*],0,717
[1*]C(=O)CS(=O)(=O)C[8*],8,754
[15*][C@@]12CNC[C@H]1C[NH2+]C2,0,12423
[16*]c1c(C)ccc([N+](=O)[O-])c1C,0,1589
[16*]c1ccncc1C#CCO,0,4990
[5*]N1CC[C@@H](O)C1,0,607
[5*]N1CCCC1([13*])[13*],0,28
[5*]N1CCCC1([13*])[13*],6,2224
[5*]N1CCCC1([13*])[13*],7,2224
[4*]C[C@@H](C)CO,0,1400
[9*]n1c(N)nc2c(C)ccnc21,0,4949
[5*]N[C@@H]1CCc2cc(N)ccc21,0,4014
[14*]c1ncnc2cccc(C)c12,0,5615
[5*]N1CCc2ccccc2[C@H]1C,0,4349
[13*][C@@H]1N2C(=O)c3ccccc3[C@@H]2SC1(C)C,0,18466
[7*]=C1C(=O)N(C)C(=S)N(C)C1=O,0,4339
[15*][C@H]1CS(=O)(=O)C[C@@H]1Cl,0,9453
[16*]c1ccc2c(c1)oc(=O)c1ccccc12,0,10288
[16*]c1ccc2c3c(c(=O)oc2c1)CCC3,0,5912
[1*]C(=O)CCN1C(=O)[C@H](C)Oc2ccccc21,0,5072
[15*][C@H]1CC1(Cl)Cl,0,2127
[4*][C@H]([8*])C(F)(F)C(F)(F)F,0,7989
[4*][C@H]([8*])C(F)(F)C(F)(F)F,2,12294
[12*]S(=O)(=O)c1cc(F)ccc1C,0,2437
[14*]c1cc2c(C)nn(C)c2s1,0,2813
[16*]c1c(C)c(C)c([16*])c(C)c1C,0,6380
[16*]c1c(C)c(C)c([16*])c(C)c1C,7,6380
[5*][NH+]1C[C@H]([15*])C[C@@H]1C,0,782
[5*][NH+]1C[C@H]([15*])C[C@@H]1C,4,3455
[14*]c1cc(C)n[nH]1,0,277
[8*]CCCCC,0,660
[15*][C@]1(Br)C(=O)c2ccccc2N=C1O,0,33149
[14*]c1nsc([14*])c1N,0,4184
[14*]c1nsc([14*])c1N,5,4167
[15*][C@H]1C[C@H](C)CC(C)(C)C1,0,2792
[15*]C1([NH3+])CCC1,0,1102
[9*]n1c(=O)c2ccccc2n2nc(C)cc12,0,7963
[14*]c1cc(=O)n2cccc(C)c2n1,0,3374
[14*]c1cn2c(C)cccc2[nH+]1,0,1510
[13*][C@@H]1SC(N)=NC1=O,0,3363
[10*]N1C(=O)C(O)=C(c2ccc([16*])cc2)[C@@H]1[13*],0,6475
[10*]N1C(=O)C(O)=C(c2ccc([16*])cc2)[C@@H]1[13*],11,9468
[10*]N1C(=O)C(O)=C(c2ccc([16*])cc2)[C@@H]1[13*],15,10334
[14*]c1nnn[n-]1,0,673
[10*]N1C(=O)CC[C@H]([15*])[C@H]1[13*],0,241
[10*]N1C(=O)CC[C@H]([15*])[C@H]1[13*],7,913
[10*]N1C(=O)CC[C@H]([15*])[C@H]1[13*],9,3123
[15*][C@H]1CCC[C@H](O)C1,0,2961
[13*][C@@H]1C([C@@H]2CC(=O)Nc3cc4c(cc32)C[NH+]=N4)=C(C)NN1C,0,38558
[4*][C@@H]([8*])CC(F)(F)F,0,388
[4*][C@@H]([8*])CC(F)(F)F,2,615
[16*]c1cc(F)cc2nccnc12,0,40489
[16*]c1cc([16*])c2c(c1)OCCO2,0,137
[16*]c1cc([16*])c2c(c1)OCCO2,4,687
[6*]C(=O)C[S@+](C)c1ccccc1,0,27287
[14*]c1cc(N)ncn1,0,1430
[15*][C@]1(O)CCOC1,0,3239
[4*]C([4*])C,0,7
[4*]C([4*])C,2,7
[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O,0,4010
[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O,4,4142
[5*]N1CCO[C@@H](C(N)=S)C1,0,5138
[4*]CC[C@H](O)C(C)C,0,3524
[5*]N1CCC(=[7*])CC1,0,17
[5*]N1CCC(=[7*])CC1,5,7845
[1*]C(=O)CCS(=O)(=O)c1ccc(Cl)cc1,0,3071
[14*]c1cc2cc([N+](=O)[O-])ccc2s1,0,4613
[13*][C@H]1NC(=O)c2c(sc3c2CC[NH+](C)C3)N1,0,16735
[4*][C@@H](C)CCCO,0,879
[5*]N1CC[C@@H]([15*])[C@@H]([15*])C1,0,17
[5*]N1CC[C@@H]([15*])[C@@H]([15*])C1,5,33
[5*]N1CC[C@@H]([15*])[C@@H]([15*])C1,7,74
[5*]N1C[C@H]([13*])O[C@@H](C)C1,0,427
[5*]N1C[C@H]([13*])O[C@@H](C)C1,4,1865
[7*]=C([O-])c1ccc(C)s1,0,14396
[6*]C(=O)C(=[7*])C#N,0,501
[6*]C(=O)C(=[7*])C#N,4,216
[14*]c1oc(/C=N/c2ccc([N+](=O)[O-])cc2C)cc1Br,0,38785
[14*]c1ncc(Br)cc1[16*],0,829
[14*]c1ncc(Br)cc1[16*],8,562
[9*]n1ncc2c3ccccc3n([9*])c2c1=O,0,2916
[9*]n1ncc2c3ccccc3n([9*])c2c1=O,12,2966
[1*]C(=O)CN1C(=O)COc2c(Cl)cccc21,0,38467
[8*]C([8*])Br,0,803
[8*]C([8*])Br,2,803
[10*]N1C(=O)c2[nH]nc([14*])c2[C@H]1c1ccc(Cl)c(Cl)c1,0,18161
[10*]N1C(=O)c2[nH]nc([14*])c2[C@H]1c1ccc(Cl)c(Cl)c1,8,16408
[16*]c1cc2c([16*])cc1CSCc1cccc(n1)CSC2,0,14276
[16*]c1cc2c([16*])cc1CSCc1cccc(n1)CSC2,5,14276
[13*][C@@]1(C)CCCS1,0,6664
[8*]CC[n+]1c([14*])csc1[14*],0,21228
[8*]CC[n+]1c([14*])csc1[14*],5,6635
[8*]CC[n+]1c([14*])csc1[14*],9,6957
[15*][C@@H]1CCOC2(CCSCC2)C1,0,1520
[14*]c1nnc(N)s1,0,793
[16*]c1cnc2cc(C)ccn2c1=O,0,3725
[16*]c1c(C#N)c(N)nc2c1CCCCCC2,0,14486
[4*]C[C@H](CS)C(C)(C)C,0,6951
[16*]c1cccnc1[N+](=O)[O-],0,3511
[5*]NS(=O)(=O)N([5*])C,0,1302
[5*]NS(=O)(=O)N([5*])C,6,1443
[14*]c1nnc(C)n1C,0,920
[12*]S(=O)(=O)c1ccc([16*])cc1C,0,417
[12*]S(=O)(=O)c1ccc([16*])cc1C,8,1527
[5*]N1CCc2cc3ccccc3nc21,0,34376
[4*]CC[C@@H](O)C[4*],0,1298
[4*]CC[C@@H](O)C[4*],6,1830
[5*][NH2+][C@H]1CCCOc2cc(Br)ccc21,0,16007
[6*]C(=O)N/N=C/C=N/NC([6*])=O,0,18532
[6*]C(=O)N/N=C/C=N/NC([6*])=O,10,18532
[5*][NH2+][C@@H]1CCc2cc3c(cc21)OCCO3,0,5405
[7*]=Cc1cc(F)cc(F)c1,0,15841
[14*]c1nn(C)c2c1CSc1ccc(F)cc1-2,0,20691
[4*][C@@H](CC)CCO,0,3135
[9*]n1c(=O)c2c3c(sc2n([9*])c1=O)CCCC3,0,9954
[9*]n1c(=O)c2c3c(sc2n([9*])c1=O)CCCC3,10,10668
[4*][C@H]([8*])C(C)(C)C,0,342
[4*][C@H]([8*])C(C)(C)C,2,487
[10*]N1C(=O)C(C#N)=NN(c2ccc([N+](=O)[O-])cc2)[C@@H]1[13*],0,29393
[10*]N1C(=O)C(C#N)=NN(c2ccc([N+](=O)[O-])cc2)[C@@H]1[13*],19,23363
[9*]n1c(N)c(S(=O)(=O)c2ccc(F)cc2)c2nc3ccccc3nc21,0,31403
[16*]c1ccc2c([O-])n(C)c(=S)nc2c1,0,5425
[14*]c1ccc(C#N)c(C)n1,0,2380
[16*]c1ccccc1S(=O)(=O)C(F)F,0,3977
[16*]c1cc(Br)ccc1Cl,0,1290
[4*]CC([8*])([8*])O,0,73
[4*]CC([8*])([8*])O,3,461
[4*]CC([8*])([8*])O,4,461
[12*]S(=O)(=O)c1cc(Br)ccc1[16*],0,1169
[12*]S(=O)(=O)c1cc(Br)ccc1[16*],11,2626
[15*]C1([NH3+])CC[NH+](C)CC1,0,37977
[1*]C(=O)/C(C#N)=c1\s/c(=C\c2ccc(F)c(F)c2)c(=O)n1[9*],0,19650
[1*]C(=O)/C(C#N)=c1\s/c(=C\c2ccc(F)c(F)c2)c(=O)n1[9*],21,29983
[4*]CC(=O)n1c2c(c3ccccc31)CCCC2,0,23796
[14*]c1nccc([O-])n1,0,1880
[15*][C@@H]1CC[C@@H](C)[NH2+]C1,0,9650
[14*]c1nc2ncc(Br)cc2[nH]1,0,17561
[1*]C(=O)CS([12*])(=O)=O,0,1698
[1*]C(=O)CS([12*])(=O)=O,5,1695
[5*]N1c2ccc(Cl)cc2-c2nnc([14*])nc2O[C@H]1[13*],0,7264
[5*]N1c2ccc(Cl)cc2-c2nnc([14*])nc2O[C@H]1[13*],13,7153
[5*]N1c2ccc(Cl)cc2-c2nnc([14*])nc2O[C@H]1[13*],18,8394
[8*]CC(=C)C,0,1423
[9*]n1nc2cc([16*])c(C)cc2n1,0,4147
[9*]n1nc2cc([16*])c(C)cc2n1,6,4119
[9*]n1ccc2cc[nH]c(=O)c21,0,10408
[5*]N1CCCC(C)(C)CC1,0,3676
[13*][C@H]1SC(N)=NC1=O,0,3823
[14*]c1nc(C)c2c(C)c([14*])sc2n1,0,4608
[14*]c1nc(C)c2c(C)c([14*])sc2n1,9,4533
[7*]=C1N=C(c2ccc(Br)o2)OC1=O,0,28903
[7*]=Cc1coc2ccc(Cl)cc2c1=O,0,11142
[15*]C1C[C@H]([15*])C[C@H]([15*])C1,0,21
[15*]C1C[C@H]([15*])C[C@H]([15*])C1,4,21
[15*]C1C[C@H]([15*])C[C@H]([15*])C1,7,21
[4*][C@H](C)C[C@@](C)([NH3+])CO,0,35683
[4*][C@@]([8*])(C)C(=O)[O-],0,646
[4*][C@@]([8*])(C)C(=O)[O-],2,1217
[15*][C@H]1CC[NH+](C)C[C@@H]1C,0,6087
[14*]c1cc(C)c2ccccc2n1,0,2074
[4*][C@@H](C)C(=O)[O-],0,646
[13*][C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,0,2679
[16*]c1cc([16*])c(Br)c([16*])c1,0,92
[16*]c1cc([16*])c(Br)c([16*])c1,4,131
[16*]c1cc([16*])c(Br)c([16*])c1,8,131
[5*]NC(=S)/N=c1\[nH]ccs1,0,38448
[4*][C@@](C)(CC)CO,0,3113
[16*]c1csc(I)c1,0,3957
[14*]c1nc([O-])c2nc[nH]c2n1,0,10947
[10*]N1CC[C@H](/C=N\OC)C1=O,0,40238
[13*][C@@H]1C[C@@H]2CC[NH+]1C[C@@H]2C=C,0,10308
[7*]=C1N=C(c2cc(C)ccc2[N+](=O)[O-])OC1=O,0,32591
[7*]=Cc1cccnc1,0,1058
[1*]C(=O)C1=Cc2cc(Cl)ccc2OC1,0,4759
[5*]N1CC=C(c2ccc([16*])cc2)CC1,0,842
[5*]N1CC=C(c2ccc([16*])cc2)CC1,9,1085
[16*]c1cccc(S(N)(=O)=O)c1,0,760
[1*]C(=O)CS(=O)(=O)C1CCCC1,0,3690
[15*][C@H]1CC[C@H]([NH3+])C1,0,1711
[14*]c1ncc(Cl)cc1C,0,21365
[14*]c1cc(C)c(Br)cn1,0,2175
[5*][NH+]1CCCCC[C@@H]1[13*],0,300
[5*][NH+]1CCCCC[C@@H]1[13*],8,1107
[4*][C@H](C(N)=O)[C@@H](C)CC,0,8881
[13*][C@H]1NC(C2=C[C@H]3N=CC=C3C=C2)=NO1,0,16522
[4*]C(C#C)(CC)CC,0,10629
[4*][C@@H](C)C(N)=O,0,775
[7*]=Cc1ccc(C=[7*])c([N+](=O)[O-])c1,0,6853
[7*]=Cc1ccc(C=[7*])c([N+](=O)[O-])c1,7,32969
[16*]c1ccc2nc(C)cc([16*])c2c1,0,2947
[16*]c1ccc2nc(C)cc([16*])c2c1,10,773
[5*]N1CCC[C@H]2CCCC[C@H]21,0,2789
[4*]C(C)(C)[C@H](O)[C@H](C)CC,0,38630
[9*]n1cc(/C=N/N=C2\NC(=O)[C@H]([13*])S2)c([14*])n1,0,19798
[9*]n1cc(/C=N/N=C2\NC(=O)[C@H]([13*])S2)c([14*])n1,12,40021
[9*]n1cc(/C=N/N=C2\NC(=O)[C@H]([13*])S2)c([14*])n1,15,21314
[14*]c1nn2c(=O)c([16*])cnc2s1,0,1416
[14*]c1nn2c(=O)c([16*])cnc2s1,7,6728
[14*]c1ncc(Br)cn1,0,1727
[16*]c1csc2c1CCCC2,0,548
[5*][NH+]1CCC2(CC1)OCCO2,0,2745
[5*]N1CC[C@@H](C)CC[C@H]1[13*],0,2026
[5*]N1CC[C@@H](C)CC[C@H]1[13*],9,9775
[4*][C@H](C)[C@H](C)CO,0,3786
[4*][C@@H]([8*])CCCC=C,0,8490
[4*][C@@H]([8*])CCCC=C,2,10299
[14*]c1[nH]c(C)c([16*])c1[16*],0,1391
[14*]c1[nH]c(C)c([16*])c1[16*],6,1460
[14*]c1[nH]c(C)c([16*])c1[16*],8,1691
[4*]C(C)(C)C[C@H](C)[C@@H](C)O,0,26929
[14*]c1ccc(S(C)(=O)=O)o1,0,7690
[6*]C(=O)N1CCCN1,0,34743
[9*]n1c(C)nc2sc3c(c2c1=O)CCC3,0,40603
[14*]c1cc(C)ncn1,0,358
[9*]n1ccc2ccc(Cl)cc21,0,4054
[16*]c1ccc(S(=O)(=O)N/N=C/c2cccc([N+](=O)[O-])c2)cc1,0,23766
[5*]N1[C@H](C)COC[C@H]1C,0,2831
[5*]N1CCO[C@@H](/C(N)=N/O)C1,0,12352
[14*]c1cc(=O)n2ccccc2n1,0,1508
[14*]c1ccc(C)nn1,0,1226
[8*][C@@H](O)CC(C)C,0,8770
[16*]c1cc(C)c(F)c(C)c1,0,1234
[15*]C1CCC2(CC1)C(=O)Nc1ccccc12,0,18327
[16*]c1cc(F)ccc1O,0,896
[5*]N/C([S-])=[NH+]/N=C/c1c(C)[nH]c2ccccc12,0,33481
[5*][NH+]1CC[C@H]([15*])C[C@H]1C,0,638
[5*][NH+]1CC[C@H]([15*])C[C@H]1C,5,3650
[4*][C@@H](CC)C[NH3+],0,7386
[1*]C(=O)C[C@@H](C)C(C)(C)C,0,14929
[1*]C(=O)CC(C)(C)CC(=O)[O-],0,6428
[16*]c1cc([16*])c([N+](=O)[O-])cc1Cl,0,669
[16*]c1cc([16*])c([N+](=O)[O-])cc1Cl,4,931
[16*]c1ccc(Cl)cc1C#N,0,4824
[5*]N[C@H]1c2ccccc2C[C@H]1O,0,1732
[6*]C(=O)N/N=C1\C(=O)Nc2c(C)cc(Br)cc21,0,35256
[14*]c1cc(C)c(C)o1,0,6571
[9*]n1/c(=N/C(=O)CC)sc2cc([16*])c([16*])cc21,0,10898
[9*]n1/c(=N/C(=O)CC)sc2cc([16*])c([16*])cc21,12,12852
[9*]n1/c(=N/C(=O)CC)sc2cc([16*])c([16*])cc21,14,16260
[7*]=Cc1ncc([14*])s1,0,6387
[7*]=Cc1ncc([14*])s1,6,483
[4*][C@H](C)[C@H](C)CC,0,3063
[5*][NH+]1CCC(=O)[C@H](C)[C@@H]1C,0,7085
[4*]C[C@@H](C)CCO,0,2819
[9*]n1nc(C)n2ccnc2c1=O,0,18632
[4*][C@H](C)CCCC(C)C,0,5051
[15*][C@H]1CCC[C@@]1([15*])[NH3+],0,2509
[15*][C@H]1CCC[C@@]1([15*])[NH3+],6,777
[5*]N1C[C@@H](C)[NH2+]C[C@@H]1C,0,10891
[13*][C@H]1Nc2c(F)cc(F)cc2[C@@H]2C=CC[C@@H]12,0,19338
[14*]c1ncc(Cl)cc1Cl,0,924
[4*][C@H](CC(=C)C)C([4*])(C)C,0,14304
[4*][C@H](CC(=C)C)C([4*])(C)C,7,14444
[8*]C[S@@](=O)c1nnc([14*])n1[9*],0,6899
[8*]C[S@@](=O)c1nnc([14*])n1[9*],8,11497
[8*]C[S@@](=O)c1nnc([14*])n1[9*],10,5568
[14*]c1ncc(C)o1,0,355
[6*]C(=O)N/N=C1\CCCC[C@@H]1C,0,13619
[13*][C@@H]1Nc2[nH+]ccc(C)c2NC1=O,0,16146
[7*]=C(C#N)c1nnc2n1CCCCC2,0,8558
[14*]c1ccc([16*])c([14*])n1,0,26
[14*]c1ccc([16*])c([14*])n1,5,37
[14*]c1ccc([16*])c([14*])n1,7,26
[16*]c1cc([16*])c(C)c([16*])c1,0,25
[16*]c1cc([16*])c(C)c([16*])c1,4,36
[16*]c1cc([16*])c(C)c([16*])c1,8,36
[9*]n1nc(C)c2c3c(cnc21)C(=O)N([10*])C3=O,0,3987
[9*]n1nc(C)c2c3c(cnc21)C(=O)N([10*])C3=O,14,3914
[7*]=C1CC[C@@H](C)[C@H](C)C1,0,21238
[7*]=C1C[NH2+]C1,0,10776
[14*]c1sccc1C#CC[NH3+],0,15505
[14*]c1nc2cc(C)ccn2n1,0,3098
[14*]c1noc2c1CCCC2,0,2688
[10*]N1C(=O)c2cc([14*])nn2C[C@]1([13*])C,0,4455
[10*]N1C(=O)c2cc([14*])nn2C[C@]1([13*])C,7,4323
[10*]N1C(=O)c2cc([14*])nn2C[C@]1([13*])C,12,4490
[6*]C(=O)N/N=C/c1cccc(C)n1,0,14674
[1*]C(=O)C[C@H]1CCOc2ccccc21,0,5165
[1*]C(=O)CCC=C,0,1925
[15*][C@H]1CCCC[C@@H]1S(C)(=O)=O,0,3273
[8*][C@H](Cl)C(C)C,0,13222
[14*]c1[nH+]cccc1[N+](=O)[O-],0,10607
[5*]N1C[C@H]([15*])CC[C@H]1[13*],0,17
[5*]N1C[C@H]([15*])CC[C@H]1[13*],4,74
[5*]N1C[C@H]([15*])CC[C@H]1[13*],8,207
[6*]C(=O)CC[C@@H]1CCCc2cccnc21,0,29689
[15*][C@H]1CC[C@H](O)[C@@H]([15*])C1,0,4334
[15*][C@H]1CC[C@H](O)[C@@H]([15*])C1,7,1063
[12*]S(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H]([13*])N2,0,3807
[12*]S(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@@H]([13*])N2,16,5292
[5*]N1CCc2c([14*])nc([14*])[nH+]c2C1,0,5859
[5*]N1CCc2c([14*])nc([14*])[nH+]c2C1,6,5759
[5*]N1CCc2c([14*])nc([14*])[nH+]c2C1,9,5663
[4*]CC[C@H]([NH3+])C(C)(C)C,0,29883
[16*]c1ccc(N)c(C)c1,0,1138
[4*][C@@]1(C#N)CCC[C@H]1[15*],0,539
[4*][C@@]1(C#N)CCC[C@H]1[15*],8,3736
[16*]c1cnc2c(O)cccn2c1=O,0,23584
[14*]c1cnc(Cl)s1,0,1397
[14*]c1nc2ccc(Cl)cc2s1,0,1252
[14*]c1c(Br)c(C)nn1C,0,3550
[5*]N1CCCSc2ccc(S([12*])(=O)=O)cc21,0,9118
[5*]N1CCCSc2ccc(S([12*])(=O)=O)cc21,11,8380
[4*]C[C@](C)(O)C(=O)[O-],0,9717
[8*][C@H](CBr)C[C@@H]1COc2ccccc21,0,42239
[15*][C@H]1CCCCC[C@H]1[NH3+],0,2949
[15*][C@@]1(O)C[C@H]1C,0,16711
[16*]c1ccc(Cl)cc1C,0,433
[14*]c1nn(C)c(=O)c(Cl)c1Cl,0,39964
[15*][C@@H]1C(C#N)=C(N)OC(c2cccn2C)=C1C#N,0,26437
[4*][C@@H](C)CC#C,0,2691
[13*][C@@H]1N=N[C@@H]([13*])O1,0,13094
[13*][C@@H]1N=N[C@@H]([13*])O1,5,13094
[4*]C[C@H](O)CC,0,1830
[11*]SC1=NC(=O)C2=C3CCCC[C@H]3SC2=N1,0,7931
[14*]c1ncc([16*])c(C)n1,0,267
[14*]c1ncc([16*])c(C)n1,5,614
[10*]N1C[C@@H](C)COC1=O,0,22043
[13*][C@@H]1CS[C@]2(C)CCC(=O)N12,0,2870
[4*][C@@]1(c2ccc(C)cc2)NC(=O)c2cc3c(cc21)OCCO3,0,40189
[9*]n1c([14*])nc2cc(F)ccc21,0,6767
[9*]n1c([14*])nc2cc(F)ccc21,3,4362
[5*][NH2+][C@H]1CCc2c1ccc(Cl)c2Cl,0,14227
[14*]c1nc([O-])c([16*])c(=O)[nH]1,0,2534
[14*]c1nc([O-])c([16*])c(=O)[nH]1,6,3714
[14*]c1nc2ccccc2n2cnnc12,0,4598
[16*]c1cc2ncc([16*])c(N)c2cc1Cl,0,34243
[16*]c1cc2ncc([16*])c(N)c2cc1Cl,7,16701
[9*]n1nc([14*])c2c1CC[C@H]([15*])C2,0,1415
[9*]n1nc([14*])c2c1CC[C@H]([15*])C2,4,1016
[9*]n1nc([14*])c2c1CC[C@H]([15*])C2,10,2167
[5*][NH+]1CCNC(=O)[C@@H]1[13*],0,606
[5*][NH+]1CCNC(=O)[C@@H]1[13*],8,1339
[4*]CC(=O)N/N=C1/C(=O)N(C)c2ccc([N+](=O)[O-])cc21,0,34899
[5*]N1CCC[C@@H]([15*])CC1,0,158
[5*]N1CCC[C@@H]([15*])CC1,6,1661
[10*]N1C(=O)[C@@H]([13*])S/C1=N/c1ccc([16*])cc1,0,9619
[10*]N1C(=O)[C@@H]([13*])S/C1=N/c1ccc([16*])cc1,5,13123
[10*]N1C(=O)[C@@H]([13*])S/C1=N/c1ccc([16*])cc1,13,18449
[15*][C@@H]1Cc2ccc([16*])cc2[C@@H]1[NH3+],0,7638
[15*][C@@H]1Cc2ccc([16*])cc2[C@@H]1[NH3+],7,3057
[5*]N[C@H]1CCSc2c(F)cccc21,0,4357
[5*]N1CCC[C@H](C)[C@@H]1C,0,4409
[14*]c1nc2scc([14*])n2n1,0,3309
[14*]c1nc2scc([14*])n2n1,7,3234
[16*]c1cc2c(=O)n3ccccc3nc2[n+](C(C)C)c1N,0,36956
[14*]c1cn2cc(C)ccc2[nH+]1,0,4231
[9*]n1nc2c(c1[O-])[C@H](c1ccc(C)cc1)C1=C(CCCC1=O)N2,0,38553
[5*][NH2+][C@@H]1CCc2ccc(C)cc21,0,11759
[9*]n1cc(Cl)c([14*])n1,0,1005
[9*]n1cc(Cl)c([14*])n1,6,1049
[8*]CCS(C)(=O)=O,0,1178
[16*]c1cnc(Cl)c(C)c1,0,4321
[14*]c1nc(N)nc(C)c1[16*],0,2318
[14*]c1nc(N)nc(C)c1[16*],9,2955
[4*][C@H](C)[C@@H](C)O,0,1191
[9*]n1cc(C#N)c2cc(C=O)cnc21,0,22214
[4*]CC(=O)NNc1ccc(F)cc1,0,41767
[9*]n1c[nH+]c(C)c1C,0,1572
[13*][C@H]1C[NH+]2CCN1CC2,0,1233
[14*]c1nc(=O)c2c([nH]1)NC1=C(C(=O)CC(C)(C)C1)[C@@H]2c1cc2c(cc1[N+](=O)[O-])OCO2,0,42226
[1*]C(=O)C[C@H](C)S(=O)(=O)c1ccc2c(c1)NC(=O)CS2,0,22216
[16*]c1ccnc(Br)c1,0,6011
[5*]NS(=O)(=O)N1CCC[C@H](C)C1,0,4079
[16*]c1cccc(C#CCO)c1,0,8234
[5*]N1C[C@H]2C[NH2+]C[C@H]2[C@H]1C,0,15560
[14*]c1nc2ccc(F)cn2n1,0,2632
[15*]C1CCC2(CC1)CC(=O)NC(=O)[C@@H]2[15*],0,41285
[15*]C1CCC2(CC1)CC(=O)NC(=O)[C@@H]2[15*],14,18436
[8*]C(C)(C)CC,0,711
[4*][C@H](CC)[C@@H]([8*])C,0,438
[4*][C@H](CC)[C@@H]([8*])C,5,1557
[7*]=Cc1ccc(Cl)s1,0,8102
[16*]c1cccc(F)c1/C(N)=N\O,0,18996
[16*]c1ccc2c(c1)NC(=O)CN2,0,1330
[10*]N1C(=O)N[C@@H](C)C1=O,0,385
[4*]CC(=O)N/N=C(\C)c1cccc([N+](=O)[O-])c1,0,13199
[8*]CS(=O)(=O)C(F)F,0,7101
[4*][C@H](C)C[C@H](C)CC,0,2989
[16*]c1ccc(C#N)c([16*])c1,0,141
[16*]c1ccc(C#N)c([16*])c1,8,248
[14*]c1cc(=O)n2ccccc2[nH+]1,0,9057
[15*][C@@H]1CC[NH2+][C@@H]([C@@H]2CCc3cccnc32)C1,0,34185
[14*]c1nc2sc3c(c2c(=O)[nH]1)CCCC3,0,1083
[7*]=C/C(C)=N/NC(N)=O,0,30136
[10*]N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O,0,10536
[3*]ONC(=O)C[8*],0,2177
[3*]ONC(=O)C[8*],6,4648
[15*]C12C[C@@H]3C[C@H](C1)CC(Br)(C3)C2,0,4940
[5*]N1[C@@H](C)CCC[C@@H]1C,0,1150
[4*]C[C@@H]1CSc2ccccc21,0,1622
[14*]c1nc(Cl)nc2ccc(Cl)cc12,0,18334
[5*]NC(N[5*])=[NH+]CC,0,598
[5*]NC(N[5*])=[NH+]CC,4,598
[16*]c1cnc(Cl)c(Cl)c1,0,2893
[16*]c1ccc2cc([16*])c(Cl)nc2c1,0,5187
[16*]c1ccc2cc([16*])c(Cl)nc2c1,7,2739
[4*]CCC/C([O-])=N/S(=O)(=O)CC=C,0,23752
[13*][C@H]1CC(=O)c2cc3c(cc2N1)OCO3,0,32905
[15*][C@H]1C(=O)Nc2cc(F)ccc2C[C@@H]1C,0,32620
[13*][C@@]1(C)CCC(=O)N1,0,6768
[1*]C(=O)CS(=O)(=O)c1nnc([14*])s1,0,15090
[1*]C(=O)CS(=O)(=O)c1nnc([14*])s1,11,17828
[13*]C1SCCS1,0,2212
[1*]C(=O)NNC(=O)C[8*],0,636
[1*]C(=O)NNC(=O)C[8*],8,430
[5*]N1CC[C@H]([NH3+])[C@@H](C)C1,0,2892
[5*][NH+]1CCn2cncc2C1,0,13658
[5*]N[C@@H]1c2cccc(F)c2CC[C@H]1C,0,4246
[16*]c1cccc2[nH]cc([16*])c12,0,708
[16*]c1cccc2[nH]cc([16*])c12,9,157
[4*][C@H]([8*])C([4*])(C)C,0,58
[4*][C@H]([8*])C([4*])(C)C,2,83
[4*][C@H]([8*])C([4*])(C)C,4,68
[15*][C@@H]1CCN(C)C1=O,0,1996
[5*]N1CCCc2c(F)ccc(C)c21,0,10253
[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccc(C)cc1,0,12687
[13*][C@@H]1CC(c2cccc([16*])c2)=NN1S(C)(=O)=O,0,9330
[13*][C@@H]1CC(c2cccc([16*])c2)=NN1S(C)(=O)=O,9,12178
[16*]c1cccc([C@@H]2CC(=O)Nc3c([16*])csc32)c1[16*],0,12662
