SMILES,Idx,FID
[13*][C@@H]1Nc2nonc2NC2=C1C(=O)C[C@H]([15*])C2,0,12593
[13*][C@@H]1Nc2nonc2NC2=C1C(=O)C[C@H]([15*])C2,15,15814
[15*][C@@]1(C#N)CCc2nc3cc4c(cc3c(C)c2C1)OCO4,0,31367
[9*]n1nc(O)c2c1NC(=O)CS[C@@H]2c1ccc(Cl)cc1,0,36812
[8*]CC1=C[C@H](O)CC(C)(C)C1,0,41383
[4*]CC/[NH+]=C(\N)N[5*],0,11192
[4*]CC/[NH+]=C(\N)N[5*],7,8894
[6*]C(=O)N/N=C/c1c[nH]nc1[14*],0,9092
[6*]C(=O)N/N=C/c1c[nH]nc1[14*],11,8351
[14*]c1nc2ccccc2cc1/C(N)=N/O,0,27944
[13*][C@H]1C=CC(=N)S1,0,15720
[4*]CC(=O)N/N=C/c1cnn([9*])c1,0,19177
[4*]CC(=O)N/N=C/c1cnn([9*])c1,11,18444
[5*]NC1=C(Cl)C(=O)O[C@H]1[13*],0,12648
[5*]NC1=C(Cl)C(=O)O[C@H]1[13*],9,38425
[16*]c1cc(NN)c(Br)cc1Br,0,29616
[14*]c1nc2c(c(=O)[nH]1)[C@H](c1cccc(Cl)c1)[C@@H](C#N)C(=O)N2,0,38415
[16*]c1cc[nH]/c(=N\S(=O)(=O)/C=C/c2ccccc2)c1,0,28042
[4*]CCC[C@H]([4*])C,0,484
[4*]CCC[C@H]([4*])C,5,725
[9*]n1c(C)cc2c1CC(C)(C)C[C@H]2O,0,22963
[1*]C(=O)/[NH+]=C(\N[5*])N1CCN([5*])CC1,0,27223
[1*]C(=O)/[NH+]=C(\N[5*])N1CCN([5*])CC1,6,31359
[1*]C(=O)/[NH+]=C(\N[5*])N1CCN([5*])CC1,11,24536
[16*]c1ccc([16*])c(/C=N/n2c([O-])nc3c([nH]c4ccc([16*])cc43)c2=O)c1,0,28812
[16*]c1ccc([16*])c(/C=N/n2c([O-])nc3c([nH]c4ccc([16*])cc43)c2=O)c1,5,40821
[16*]c1ccc([16*])c(/C=N/n2c([O-])nc3c([nH]c4ccc([16*])cc43)c2=O)c1,20,35699
[5*]N1CCN(C2=Nc3ccccc3Oc3ccc([16*])cc32)C[C@@H]1C,0,14791
[5*]N1CCN(C2=Nc3ccccc3Oc3ccc([16*])cc32)C[C@@H]1C,18,27847
[15*]C1(/C([O-])=N/c2ncn[nH]2)CC1,0,25103
[15*][C@H]1CC[C@H](C#N)[C@H]([15*])C1,0,4236
[15*][C@H]1CC[C@H](C#N)[C@H]([15*])C1,8,4834
[8*]C[C@H]([NH3+])[C@@H](C)C(C)C,0,36552
[9*]n1cnc2c1N=C(O)C[C@H]2c1ccsc1,0,20720
[14*]c1n[nH]c2cc([16*])c([16*])cc12,0,534
[14*]c1n[nH]c2cc([16*])c([16*])cc12,7,2289
[14*]c1n[nH]c2cc([16*])c([16*])cc12,9,843
[6*]C(=O)NNc1ccc(F)cc1C,0,41817
[16*]c1cc(C#N)ccc1S(=O)(=O)/N=C(\[O-])c1ccc(C)c(F)c1,0,19699
[13*][C@@H]1NN[C@H]([13*])N1C,0,12364
[13*][C@@H]1NN[C@H]([13*])N1C,5,11550
[11*]SC=C1C(=O)OC(C)(C)OC1=O,0,14443
[4*][C@]1(CO)CCc2ccccc21,0,19138
[4*][C@@](C)(CC)C(=O)C[C@@H](C)CCC,0,26237
[15*][C@H]1C(C#N)=C(SC)NC2=C1C(=O)CCC2,0,27418
[14*]c1cc([14*])n2nc([14*])c(Cl)c2n1,0,13784
[14*]c1cc([14*])n2nc([14*])c(Cl)c2n1,4,17616
[14*]c1cc([14*])n2nc([14*])c(Cl)c2n1,8,7131
[5*][NH+]1CCC2(CC([15*])C2)C1,0,7707
[5*][NH+]1CCC2(CC([15*])C2)C1,7,30887
[5*]N1CCC[NH+]([C@H]2CCCc3ccc(Br)cc32)CC1,0,30105
[1*]C(=O)C1=C(C)Nc2nc([14*])nn2[C@@H]1c1cccc(O)c1,0,35343
[1*]C(=O)C1=C(C)Nc2nc([14*])nn2[C@@H]1c1cccc(O)c1,10,29196
[15*]C1[C@H](C)COC[C@@H]1C,0,22406
[8*][C@H](CCC)/C([O-])=N/S(=O)(=O)c1cccc([16*])c1,0,18771
[8*][C@H](CCC)/C([O-])=N/S(=O)(=O)c1cccc([16*])c1,16,27097
[5*]N1CC(C)(C)Oc2ccccc21,0,30875
[9*]n1nc(C)c([C@H]2CC(O)=Nc3c2c(=O)[nH]n3[9*])c1C,0,25909
[9*]n1nc(C)c([C@H]2CC(O)=Nc3c2c(=O)[nH]n3[9*])c1C,17,24161
[13*][C@H]1CSC[NH2+]1,0,5993
[3*]ONC(=O)C[C@H]([4*])[8*],0,8104
[3*]ONC(=O)C[C@H]([4*])[8*],7,39543
[3*]ONC(=O)C[C@H]([4*])[8*],8,16687
[5*][NH+]1CCN(C2=NC(=O)[C@@H]([15*])[C@H]([13*])N2)CC1,0,9365
[5*][NH+]1CCN(C2=NC(=O)[C@@H]([15*])[C@H]([13*])N2)CC1,10,31458
[5*][NH+]1CCN(C2=NC(=O)[C@@H]([15*])[C@H]([13*])N2)CC1,12,15917
[16*]c1ccc2c(c1)OC[C@H](C)CO2,0,23861
[15*][C@@H]1COc2ccc(Cl)cc2C1,0,14308
[4*]CC(=O)N1N=C(c2cc3ccccc3o2)C[C@H]1[13*],0,11244
[4*]CC(=O)N1N=C(c2cc3ccccc3o2)C[C@H]1[13*],18,31587
[1*]C(=O)C1=NC(=S)N[C@@H]([13*])C1=[7*],0,13234
[1*]C(=O)C1=NC(=S)N[C@@H]([13*])C1=[7*],9,29117
[1*]C(=O)C1=NC(=S)N[C@@H]([13*])C1=[7*],11,11232
[7*]=C([O-])C(C)C,0,33359
[1*]C(=O)C1=C(C)Nc2c(C#N)c([14*])nn2[C@@H]1c1ccccc1,0,22361
[1*]C(=O)C1=C(C)Nc2c(C#N)c([14*])nn2[C@@H]1c1ccccc1,12,32814
[1*]C(=O)C(CC)(C(F)(F)F)C(F)(F)F,0,14147
[13*][C@]1(O)NC(=O)[C@@H]([15*])[C@H]([15*])[C@H]1C#N,0,24680
[13*][C@]1(O)NC(=O)[C@@H]([15*])[C@H]([15*])[C@H]1C#N,7,23545
[13*][C@]1(O)NC(=O)[C@@H]([15*])[C@H]([15*])[C@H]1C#N,9,40673
[5*]N1CCCn2ncnc21,0,18309
[13*][C@@H]1CC(=O)N/C(=N\c2ccc(C)cc2)S1,0,28456
[4*][C@H](C)C1=C(C)N=N[C@@H]1C,0,18357
[13*][C@@H]1C=C2C[NH2+]CCN2N1,0,31393
[14*]c1[nH]c(=O)n(C)c(=O)c1[16*],0,4985
[14*]c1[nH]c(=O)n(C)c(=O)c1[16*],10,9120
[4*]C([4*])[C@@H]([8*])N,0,2159
[4*]C([4*])[C@@H]([8*])N,2,2159
[4*]C([4*])[C@@H]([8*])N,4,2306
[1*]C(=O)[C@@H](CC)C(=O)CC,0,27019
[16*]c1ccccc1[C@H]1c2cc3c(cc2O[C@@](C)(O)[C@H]1C)OCO3,0,20125
[7*]=C1S/C(=N\c2ccncc2Cl)N(C)C1=O,0,14706
[8*]C[C@]([8*])(C[NH3+])[C@@H](C)O,0,34613
[8*]C[C@]([8*])(C[NH3+])[C@@H](C)O,3,34108
[15*][C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3C[C@@H](Br)[C@]2([15*])O)C1,0,31700
[15*][C@@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3C[C@@H](Br)[C@]2([15*])O)C1,20,24861
[12*]S(=O)(=O)c1cncc(Br)c1,0,13264
[4*][C@@H]([C@@H]1CCc2cccnc21)C([4*])(C)C,0,33206
[4*][C@@H]([C@@H]1CCc2cccnc21)C([4*])(C)C,12,34092
[8*]CS(=O)(=O)CCC[NH3+],0,19874
[8*][C@@H](O)CC[C@@H]1COc2ccccc21,0,24543
[1*]C(=O)/C(=N\OC)c1ccccc1[16*],0,39794
[1*]C(=O)/C(=N\OC)c1ccccc1[16*],13,23834
[13*][C@H]1C[C@H](c2cnn(C)c2)n2ncnc2N1,0,37218
[9*]n1cnc2c1NC(=O)C[C@H]2c1cccc(Cl)c1,0,29377
[7*]=C[C@H]1CCC[C@H](C)C1,0,24998
[1*]C(=O)[C@@H]1CC(=O)Nc2nc([14*])nn21,0,12290
[1*]C(=O)[C@@H]1CC(=O)Nc2nc([14*])nn21,11,40584
[15*][C@@H]1CC(c2ccccc2)=NNC1=O,0,34905
[6*]C(=O)/N=c1\sc2ccc([N+](=O)[O-])cc2n1C,0,9867
[15*][C@H]1CCN(S(=O)(=O)N2CCCCCC2)[C@@H]1C,0,32048
[4*][C@@H](C)C/C([O-])=N/S(=O)(=O)c1ccc(F)cc1,0,36937
[5*]N1CCC[C@@H](S(=O)(=O)c2cccc([16*])c2)C1,0,19564
[5*]N1CCC[C@@H](S(=O)(=O)c2cccc([16*])c2)C1,14,24746
[5*][NH+]1[C@H]2CC[C@H](C2)[C@@H]1[13*],0,14376
[5*][NH+]1[C@H]2CC[C@H](C2)[C@@H]1[13*],8,35306
[5*]N1CCc2c(C#N)c([14*])nc([14*])c2C1,0,20284
[5*]N1CCc2c(C#N)c([14*])nc([14*])c2C1,9,41812
[5*]N1CCc2c(C#N)c([14*])nc([14*])c2C1,12,24819
[7*]=C1S/C(=N\c2ccc(C)c(C)c2)NC1=O,0,38624
[6*]C(=O)N[N-]S(=O)(=O)c1cnc(Cl)c(Br)c1,0,37950
[12*]S(=O)(=O)c1cc2ccccc2o1,0,13689
[6*]C(=O)C(=[7*])c1nc2ccccc2s1,0,22137
[6*]C(=O)C(=[7*])c1nc2ccccc2s1,4,27921
[15*][C@H]1COc2cc3occc3cc2C1=O,0,39954
[16*]c1cc[nH+]c(C(N)=S)c1,0,40097
[6*]C(=O)N/N=C1\C(=O)N(C[8*])c2ccc(Br)cc21,0,27683
[6*]C(=O)N/N=C1\C(=O)N(C[8*])c2ccc(Br)cc21,10,17661
[13*][C@@H]1O[C@H]([13*])C[C@@H]1[NH3+],0,13915
[13*][C@@H]1O[C@H]([13*])C[C@@H]1[NH3+],4,40203
[1*]C(=O)C1=NC2=C(C(=O)C[C@H]([15*])C2)[C@@H]1C,0,10117
[1*]C(=O)C1=NC2=C(C(=O)C[C@H]([15*])C2)[C@@H]1C,11,16841
[4*]CCCC/C(N)=N/O,0,31425
[12*]S(=O)(=O)c1ccc([16*])c(C)c1C,0,3850
[12*]S(=O)(=O)c1ccc([16*])c(C)c1C,8,11797
[1*]C(=O)CC1=C(C)NN(C)[C@@H]1C,0,32777
[14*]c1nc2cc(/N=C/c3cc([N+](=O)[O-])ccc3[O-])ccc2n1C,0,24343
[16*]c1cc(C)ccc1S(N)(=O)=O,0,19517
[5*]N1c2ccccc2N[C@@H]1[13*],0,14979
[5*]N1c2ccccc2N[C@@H]1[13*],10,11643
[7*]=C(C#N)[C@@H]1NN=C(N)[C@@H]1C#N,0,20408
[5*]N1CCC2(CC1)Oc1c([16*])cccc1[C@@H]1CC(c3ccc(C)cc3)=NN12,0,21065
[5*]N1CCC2(CC1)Oc1c([16*])cccc1[C@@H]1CC(c3ccc(C)cc3)=NN12,10,38392
[8*]CS(=O)(=O)/N=C(\[O-])[C@@H]1C[C@@H]1[15*],0,13065
[8*]CS(=O)(=O)/N=C(\[O-])[C@@H]1C[C@@H]1[15*],11,26910
[9*]n1c(=O)/c(=C/c2ccc(C)s2)s/c1=C(\C#N)C(=O)C(C)C,0,25723
[13*][C@@H]1O[C@H]2OC3(CCCCC3)O[C@@H]2[C@H]2OC3(CCCCC3)O[C@H]12,0,27250
[15*][C@@H]1CC(=O)C2=C(C1)Nc1nc(C)nn1[C@H]2c1cc(F)cc(F)c1,0,38505
[16*]c1ccc(S(=O)(=O)C(F)F)cc1[N+](=O)[O-],0,21792
[5*]N1CCN2C(=O)c3cc([16*])ccc3NC(=O)[C@@H]2C1,0,29489
[5*]N1CCN2C(=O)c3cc([16*])ccc3NC(=O)[C@@H]2C1,10,24827
[14*]c1nnc2n1N[C@@H]([C@@H]1C=CN=N1)S2,0,40540
[12*]S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,0,34692
[16*]c1ccc2oc3c(c2c1)C(=O)CCC3,0,15379
[6*]C(=O)NNC(=O)CC(CC)(CC)C(=O)[O-],0,16300
[8*]CC(=O)N/N=C(/C)C12CC3CC(CC(C3)C1)C2,0,30396
[5*]NC(=S)N1C[C@@H]2Cc3cccc(=O)n3[C@@H](C2)C1,0,31164
[12*]S(=O)(=O)c1cc(C)cc(S(C)(=O)=O)c1C,0,36457
[14*]c1cc(NN)ccn1,0,11756
[14*]c1nc2n(n1)[C@@H](c1cccc([N+](=O)[O-])c1)C1=C(CCCC1=O)N2,0,16028
[8*]CCC(=O)O,0,32697
[14*]c1nc(C)c([16*])c(C)c1C#N,0,2046
[14*]c1nc(C)c([16*])c(C)c1C#N,6,18084
[13*][C@@H]1Oc2ccc(C)cc2C2=Nc3ncnn3[C@@H](c3cccs3)[C@@H]21,0,33428
[6*]C(=O)[C@@H]1CCCc2cccnc21,0,36571
[8*]C[C@H](C(=O)[O-])[P@@](=O)([O-])C[NH+]1CCOCC1,0,25539
[4*][C@]1(C)O[C@]([13*])(C)[C@@](C)(O)[C@@](C)(O)[C@]1(C)O,0,19861
[4*][C@]1(C)O[C@]([13*])(C)[C@@](C)(O)[C@@](C)(O)[C@]1(C)O,5,33703
[15*]C1CCC(O)([C@@H]2CCO[C@@]3(CCOC3)C2)CC1,0,37015
[8*]CC(=O)N1N=C(c2cccs2)C[C@H]1[13*],0,6996
[8*]CC(=O)N1N=C(c2cccs2)C[C@H]1[13*],14,5848
[5*]NC(=S)N/C(=N/O)c1ccncc1,0,32676
[5*]N/C(=[NH+]/C(C)C)c1cccnc1,0,37928
[9*]n1c([14*])ccc1C,0,1311
[9*]n1c([14*])ccc1C,3,1391
[1*]C(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])cc1,0,13161
[5*]N1/C(=N\C(=O)CCCC)S[C@@H]2CS(=O)(=O)C[C@@H]21,0,30720
[13*]C1OCC2(CO1)SC(=O)NC2=O,0,29145
[5*]N1[C@@H]([13*])C=CC[C@H]1[13*],0,7808
[5*]N1[C@@H]([13*])C=CC[C@H]1[13*],3,12824
[5*]N1[C@@H]([13*])C=CC[C@H]1[13*],8,12616
[4*]C(CC)(CC)[C@H]([8*])N,0,8730
[4*]C(CC)(CC)[C@H]([8*])N,7,23555
[15*][C@@H]1[C@@H](C)C[C@H](C)C[C@H]1[NH3+],0,34179
[7*]=C(C#N)C(=O)C(C)C,0,24557
[14*]c1cn2c(n1)-c1ccccc1C2,0,34124
[1*]C(=O)C/C(N)=N/O[3*],0,8156
[1*]C(=O)C/C(N)=N/O[3*],8,14279
[15*][C@@H]1C[C@H]([NH3+])C1([15*])[15*],0,8521
[15*][C@@H]1C[C@H]([NH3+])C1([15*])[15*],6,15302
[15*][C@@H]1C[C@H]([NH3+])C1([15*])[15*],7,15302
[1*]C(=O)C1=C(C)Nc2nnnn2[C@H]1c1ccc(Br)cc1,0,30269
[10*]N1C(=O)[C@@H]2[C@H]([13*])N[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O,0,7132
[10*]N1C(=O)[C@@H]2[C@H]([13*])N[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C1=O,6,36113
[5*]N[C@H]1C(=O)N(CC)c2ccc(Br)cc21,0,41651
[5*]N1CCN(C)[C@H](C)[C@@H]1C,0,40159
[13*][C@H]1CC2(CC[NH2+]CC2)C[NH2+]1,0,12096
[9*]n1c(=O)c2c(nc3n2CC(C)=NN3CCCC)n(C)c1=O,0,37566
[1*]C(=O)C1=NN(c2cccc([16*])c2)[C@@]([13*])(C)C1,0,16628
[1*]C(=O)C1=NN(c2cccc([16*])c2)[C@@]([13*])(C)C1,11,21193
[1*]C(=O)C1=NN(c2cccc([16*])c2)[C@@]([13*])(C)C1,14,17649
[9*]n1nc(C)c(Cl)c1N,0,33698
[5*]N1CCN(C)C(=O)[C@@H]1C,0,31746
[5*]N1c2ccccc2N[C@@H]1C,0,19549
[3*]O/N=C(\N)c1ccc(S(C)(=O)=O)cc1,0,29343
[5*]N1Cc2ccccc2NC(=O)[C@@H]1C,0,33254
[4*]C1([15*])C[C@H](C)C[C@H](C)C1,0,30965
[4*]C1([15*])C[C@H](C)C[C@H](C)C1,2,2326
[8*][C@H](O)C(=O)N/N=C/c1c(C)nn([9*])c1C,0,25664
[8*][C@H](O)C(=O)N/N=C/c1c(C)nn([9*])c1C,13,27635
[8*][C@H](CC)S(=O)(=O)c1ccc([16*])c([16*])c1,0,22134
[8*][C@H](CC)S(=O)(=O)c1ccc([16*])c([16*])c1,11,8610
[8*][C@H](CC)S(=O)(=O)c1ccc([16*])c([16*])c1,13,19371
[16*]c1ccc(S(=O)(=O)C(F)(F)F)cc1N,0,20612
[5*]NC(=S)N1CCC[C@@H](C)C1,0,33308
[14*]c1noc(Cl)c1C=O,0,36439
[5*]N1CC[C@H]([NH3+])[C@@H]1[13*],0,2370
[5*]N1CC[C@H]([NH3+])[C@@H]1[13*],7,33309
[7*]=C1CC(=O)N(C)N1,0,15237
[13*][C@H]1CC(c2ccc([16*])cc2)=NN1C(=O)C(C)C,0,18750
[13*][C@H]1CC(c2ccc([16*])cc2)=NN1C(=O)C(C)C,8,33658
[5*][NH+]1CCN(CN2C(=O)C(=O)c3cc(C)cc(F)c32)CC1,0,20983
[15*][C@@H]1CC[C@H](C)C[C@H]1O,0,17951
[4*]C(F)(F)C(=O)[O-],0,14625
[4*]CC1=NC(=O)CC(C)=N1,0,36907
[4*]C[C@@H](C)C(=O)CC,0,38011
[8*][C@](O)(CC)[C@H](F)C(=O)[O-],0,28918
[16*]c1cc([N+](=O)[O-])cc(Br)c1O,0,22225
[16*]c1c(C)cc(O)c(S(=O)(=O)c2ccccc2)c1C,0,20035
[14*]c1nc([O-])c2[nH]c3cc([16*])ccc3c2n1,0,19323
[14*]c1nc([O-])c2[nH]c3cc([16*])ccc3c2n1,10,30736
[5*]N1c2ncnn2[C@H](c2ccc(Cl)cc2)C[C@@H]1[13*],0,13907
[5*]N1c2ncnn2[C@H](c2ccc(Cl)cc2)C[C@@H]1[13*],17,19241
[16*]c1cc(N)cnc1Cl,0,36415
[5*]N1CCc2cn([9*])c3cccc(c23)C1,0,16467
[5*]N1CCc2cn([9*])c3cccc(c23)C1,7,15801
[13*][C@H]1N=NC2=C1CCc1cc([16*])ccc12,0,7958
[13*][C@H]1N=NC2=C1CCc1cc([16*])ccc12,11,8605
[4*]C[C@@H]([4*])C(=O)[O-],0,588
[4*]C[C@@H]([4*])C(=O)[O-],3,675
[16*]c1ccc2c(c1)N1CC[NH+]=C1S2,0,23659
[14*]c1nn2cnnc2c2ccccc12,0,7307
[3*]OS(=O)(=O)c1ccc([16*])c([16*])c1,0,1856
[3*]OS(=O)(=O)c1ccc([16*])c([16*])c1,9,3990
[3*]OS(=O)(=O)c1ccc([16*])c([16*])c1,11,5250
[16*]c1ccc(/C=N/Nc2ccccc2[N+](=O)[O-])cc1[16*],0,41400
[16*]c1ccc(/C=N/Nc2ccccc2[N+](=O)[O-])cc1[16*],19,26045
[14*]c1s/c(=N\S(=O)(=O)c2ccc(C)cc2)[nH]c1C,0,23046
[13*][C@H]1Nc2ccc([16*])cc2O1,0,15756
[13*][C@H]1Nc2ccc([16*])cc2O1,7,14409
[15*][C@@H]1CCCC[C@H]1[NH3+],0,10501
[8*][C@](O)(CC(=O)[O-])C(F)(F)F,0,27145
[6*]C(=O)NNS(=O)(=O)c1ccc(F)cc1F,0,25965
[14*]c1cc2c(C)cccc2n1C,0,16626
[1*]C(=O)[C@@H](C)Br,0,8442
[9*]n1c([S-])nc2ccc(F)cc2c1=O,0,32138
[9*]n1ncc(Br)c(Br)c1=O,0,31067
[16*]c1ccc([C@H]2S[C@@H](C)C(=O)Nc3[nH]nc(C)c32)cc1[16*],0,29992
[16*]c1ccc([C@H]2S[C@@H](C)C(=O)Nc3[nH]nc(C)c32)cc1[16*],20,27064
[16*]c1ccc2c(c1)[C@H]1NC[C@@H](C)[S@@](=O)[C@H]1C2,0,24115
[15*][C@@H]1C(=O)O[C@@H]2C[C@]3(C)CCCC(=C)[C@H]3C[C@H]12,0,32951
[5*][NH+]1CCc2cc([16*])c([16*])cc2[C@@H]1CCO,0,32112
[5*][NH+]1CCc2cc([16*])c([16*])cc2[C@@H]1CCO,7,13991
[5*][NH+]1CCc2cc([16*])c([16*])cc2[C@@H]1CCO,9,16983
[8*][C@@H](O)C(=O)NN=C1CCC([15*])CC1,0,38449
[8*][C@@H](O)C(=O)NN=C1CCC([15*])CC1,11,27792
[14*]c1sc(S(=O)(=O)c2ccc(C)cc2)nc1S(=O)(=O)c1ccc(C)cc1,0,33454
[14*]c1nc(Cl)cc(C#N)n1,0,27336
[8*]CN1N=CC2=N[C@@H]([13*])N[C@@H]21,0,10248
[8*]CN1N=CC2=N[C@@H]([13*])N[C@@H]21,8,16246
[14*]c1ccc(S(=O)(=O)c2ccc(C)cc2)s1,0,28451
[10*]N1C(=O)NC(=N)[C@]12CCc1ccc([16*])cc12,0,34372
[10*]N1C(=O)NC(=N)[C@]12CCc1ccc([16*])cc12,14,34051
[10*]N1C(=O)[C@@H]2[C@@H]([15*])[C@@H]3C=C[C@]2(O3)[C@@H]1[13*],0,3792
[10*]N1C(=O)[C@@H]2[C@@H]([15*])[C@@H]3C=C[C@]2(O3)[C@@H]1[13*],6,6057
[10*]N1C(=O)[C@@H]2[C@@H]([15*])[C@@H]3C=C[C@]2(O3)[C@@H]1[13*],13,32527
[5*]N1CCC2(CC1)NC(=O)C[C@@H]2[15*],0,7404
[5*]N1CCC2(CC1)NC(=O)C[C@@H]2[15*],12,16982
[4*]C[C@](C)(O)C#Cc1ccccc1,0,38332
[5*]N1COc2c(cc3c(oc(=O)c4ccccc43)c2C)C1,0,27539
[14*]c1cc(C#CC[NH3+])cs1,0,27688
[14*]c1cc([O-])n2nc(N)nc2n1,0,36216
[16*]c1cnc2ccc(Br)cc2c1[S-],0,34894
[7*]=C1CC[C@H]2CCCC[C@@]2(C)C1=O,0,20830
[5*]N1CCCN([5*])C1,0,4513
[5*]N1CCCN([5*])C1,6,4513
[8*]CN1CCc2ccc([16*])cc2C1,0,6001
[8*]CN1CCc2ccc([16*])cc2C1,9,9318
[15*][C@]1(O)CCOC(C)(C)C1,0,33652
[1*]C(=O)C1=NC(=S)N[C@H]([13*])C1=[7*],0,13234
[1*]C(=O)C1=NC(=S)N[C@H]([13*])C1=[7*],9,17138
[1*]C(=O)C1=NC(=S)N[C@H]([13*])C1=[7*],11,11232
[16*]c1ccc2[nH+]ccc([16*])c2c1,0,7296
[16*]c1ccc2[nH+]ccc([16*])c2c1,9,1662
[5*][NH+]1CCCC[C@@H]1C=O,0,34018
[9*]n1[nH]c(=O)c2ccccc21,0,13608
[16*]c1cc(C)c(Br)c(C)c1C,0,42100
[15*][C@@H]1[C@@H]2C[C@](C)(C[C@H]1C)OC2=O,0,33164
[4*]CC[C@H](CCC(=O)[O-])C(C)C,0,22470
[16*]c1cc2c(cc1F)CCC(=O)N2,0,18359
[1*]C(=O)C(C)(C)C([4*])(C)C,0,15557
[1*]C(=O)C(C)(C)C([4*])(C)C,7,16366
[6*]C(=O)N/N=C(\C)c1ccc(O)cc1O,0,31985
[5*]N1CCc2[nH]c[nH+]c2[C@H]1c1ccc(F)c(F)c1F,0,29668
[4*]CC/[NH+]=C/c1ccc2c(c1)OCO2,0,32664
[15*][C@H]1[C@@H](c2ccc(Cl)cc2)c2c(O)n[nH]c2C[C@@]1(C)O,0,21043
[13*][C@@H]1Nc2c(cccc2[N+](=O)[O-])[C@H]2C=CC[C@H]12,0,23195
[8*][C@H](C)C(=O)Nn1cnnc1,0,24556
[4*]CCCCS(=O)(=O)c1nnc([14*])s1,0,28618
[4*]CCCCS(=O)(=O)c1nnc([14*])s1,12,16949
[13*][C@H]1C[NH2+][C@H](C)[C@@H](C)O1,0,17639
[6*]C(=O)/N=c1\sc2cc3c(cc2n1[9*])OCO3,0,12007
[6*]C(=O)/N=c1\sc2cc3c(cc2n1[9*])OCO3,13,12375
[5*]N1CC[NH2+]CC1(C)C,0,8208
[16*]c1cc(I)ccc1F,0,24745
[10*]N1C(=O)NC2(CCC2)C1=O,0,19586
[15*][C@@H]1C[NH2+]CCC1([15*])[15*],0,174
[15*][C@@H]1C[NH2+]CCC1([15*])[15*],7,60
[15*][C@@H]1C[NH2+]CCC1([15*])[15*],8,60
[12*]S(=O)(=O)c1ccc(NN)nc1,0,16792
[16*]c1ccc(/[NH+]=c2\oc3ccccc3cc2[16*])c([16*])c1,0,8455
[16*]c1ccc(/[NH+]=c2\oc3ccccc3cc2[16*])c([16*])c1,16,5867
[16*]c1ccc(/[NH+]=c2\oc3ccccc3cc2[16*])c([16*])c1,18,12439
[5*]N1CCN(C2=CC(=O)C[C@H]([15*])C2)CC1,0,29423
[5*]N1CCN(C2=CC(=O)C[C@H]([15*])C2)CC1,11,22694
[5*]N1C(=[NH2+])NC[C@]1([13*])C,0,40958
[5*]N1C(=[NH2+])NC[C@]1([13*])C,7,28904
[16*]c1ccc([C@H]2C(C(C)=O)=C(C)Nc3nnnn32)cc1[16*],0,17283
[16*]c1ccc([C@H]2C(C(C)=O)=C(C)Nc3nnnn32)cc1[16*],20,13446
[16*]c1cc2c(cc1[16*])[C@@H](CCCO)[NH2+]C(C)(C)C2,0,20033
[16*]c1cc2c(cc1[16*])[C@@H](CCCO)[NH2+]C(C)(C)C2,7,20773
[10*]N1C[C@@H]2C[C@@H]([13*])N3CCC[C@@]23C1=O,0,32087
[10*]N1C[C@@H]2C[C@@H]([13*])N3CCC[C@@]23C1=O,6,30381
[3*]O/N=C(\N)c1ccc([16*])c([16*])c1,0,5097
[3*]O/N=C(\N)c1ccc([16*])c([16*])c1,9,3991
[3*]O/N=C(\N)c1ccc([16*])c([16*])c1,11,4963
[9*]n1ncc(=O)n(C)c1=O,0,6427
[16*]c1ccc2c(c1)c1c3n2CC[NH2+][C@@H]3CCC1,0,39625
[4*]CC(=O)N/N=C1\C[C@@H]2CC[C@@]1(C)C2(C)C,0,15039
[6*]C(=O)NNC(=O)[C@@H]([8*])C(C)C,0,3846
[6*]C(=O)NNC(=O)[C@@H]([8*])C(C)C,8,39089
[5*]N1C(Br)=N[C@@H]2[C@@H]1C(=O)N(C)C(=O)N2C,0,42167
[15*][C@H]1CC[C@@H](O)[C@@H]1C,0,35338
[7*]=Cc1cccc(C=[7*])n1,0,10728
[7*]=Cc1cccc(C=[7*])n1,8,10728
[15*][C@@H]1C2=C(CCCC2=O)NC2=NC(SC)=NC(=O)[C@H]21,0,39581
[7*]=C1Oc2ccc3c(C)cc(=O)oc3c2C1=O,0,37254
[16*]c1ccccc1S(=O)(=O)/N=C(\[O-])c1occc1C,0,22910
[10*]N1C[C@@H]2CC[C@H](CC1=O)[NH2+]2,0,34399
[4*]CC(=O)N/N=C1/S[C@H](C)C(=O)N1[10*],0,30908
[4*]CC(=O)N/N=C1/S[C@H](C)C(=O)N1[10*],13,37738
[14*]c1nc2c(c(=O)[nH]1)[C@@H](c1ccccc1)[C@@H](C#N)C(=O)N2,0,5619
[14*]c1[nH]c2cccc(Cl)c2c1[16*],0,8988
[14*]c1[nH]c2cccc(Cl)c2c1[16*],11,7074
[5*][NH+]1CCn2cccc2[C@H]1C,0,24600
[1*]C(=O)C[S@@](=O)c1nc([14*])n[n-]1,0,13967
